Year|City|Drought|max_avg_temp_month|max_avg_temp|Days with Heat Waves|Energy Consumption (GWh)|Production Source|Energy Production (GWh)|Produtividade aparente do trabalho
1995|Viana do Castelo|227.0|28.6|21.0|31.0|29237.207072|Total|33264.0|18177.0
1995|Viana do Castelo|227.0|28.6|21.0|31.0|29237.207072|Eolic|16.0|18177.0
1995|Viana do Castelo|227.0|28.6|21.0|31.0|29237.207072|Geothermal|42.0|18177.0
1995|Viana do Castelo|227.0|28.6|21.0|31.0|29237.207072|Hydric|8454.0|18177.0
1995|Viana do Castelo|227.0|28.6|21.0|31.0|29237.207072|Thermal|24751.0|18177.0
1995|Viana do Castelo|227.0|28.6|21.0|31.0|29237.207072|Photovoltaic|1.0|18177.0
1995|Bragança|236.0|30.0|19.5|41.0|29237.207072|Total|33264.0|18177.0
1995|Bragança|236.0|30.0|19.5|41.0|29237.207072|Eolic|16.0|18177.0
1995|Bragança|236.0|30.0|19.5|41.0|29237.207072|Geothermal|42.0|18177.0
1995|Bragança|236.0|30.0|19.5|41.0|29237.207072|Hydric|8454.0|18177.0
1995|Bragança|236.0|30.0|19.5|41.0|29237.207072|Thermal|24751.0|18177.0
1995|Bragança|236.0|30.0|19.5|41.0|29237.207072|Photovoltaic|1.0|18177.0
1995|Porto|205.0|27.1|19.9|21.0|29237.207072|Total|33264.0|18177.0
1995|Porto|205.0|27.1|19.9|21.0|29237.207072|Eolic|16.0|18177.0
1995|Porto|205.0|27.1|19.9|21.0|29237.207072|Geothermal|42.0|18177.0
1995|Porto|205.0|27.1|19.9|21.0|29237.207072|Hydric|8454.0|18177.0
1995|Porto|205.0|27.1|19.9|21.0|29237.207072|Thermal|24751.0|18177.0
1995|Porto|205.0|27.1|19.9|21.0|29237.207072|Photovoltaic|1.0|18177.0
1995|Castelo Branco|251.0|32.6|21.9|13.0|29237.207072|Total|33264.0|18177.0
1995|Castelo Branco|251.0|32.6|21.9|13.0|29237.207072|Eolic|16.0|18177.0
1995|Castelo Branco|251.0|32.6|21.9|13.0|29237.207072|Geothermal|42.0|18177.0
1995|Castelo Branco|251.0|32.6|21.9|13.0|29237.207072|Hydric|8454.0|18177.0
1995|Castelo Branco|251.0|32.6|21.9|13.0|29237.207072|Thermal|24751.0|18177.0
1995|Castelo Branco|251.0|32.6|21.9|13.0|29237.207072|Photovoltaic|1.0|18177.0
1995|Lisboa|261.0|29.5|22.1|14.0|29237.207072|Total|33264.0|18177.0
1995|Lisboa|261.0|29.5|22.1|14.0|29237.207072|Eolic|16.0|18177.0
1995|Lisboa|261.0|29.5|22.1|14.0|29237.207072|Geothermal|42.0|18177.0
1995|Lisboa|261.0|29.5|22.1|14.0|29237.207072|Hydric|8454.0|18177.0
1995|Lisboa|261.0|29.5|22.1|14.0|29237.207072|Thermal|24751.0|18177.0
1995|Lisboa|261.0|29.5|22.1|14.0|29237.207072|Photovoltaic|1.0|18177.0
1995|Beja|286.0|34.3|24.1|27.0|29237.207072|Total|33264.0|18177.0
1995|Beja|286.0|34.3|24.1|27.0|29237.207072|Eolic|16.0|18177.0
1995|Beja|286.0|34.3|24.1|27.0|29237.207072|Geothermal|42.0|18177.0
1995|Beja|286.0|34.3|24.1|27.0|29237.207072|Hydric|8454.0|18177.0
1995|Beja|286.0|34.3|24.1|27.0|29237.207072|Thermal|24751.0|18177.0
1995|Beja|286.0|34.3|24.1|27.0|29237.207072|Photovoltaic|1.0|18177.0
1995|Faro|282.0|29.7|23.1|0.0|29237.207072|Total|33264.0|18177.0
1995|Faro|282.0|29.7|23.1|0.0|29237.207072|Eolic|16.0|18177.0
1995|Faro|282.0|29.7|23.1|0.0|29237.207072|Geothermal|42.0|18177.0
1995|Faro|282.0|29.7|23.1|0.0|29237.207072|Hydric|8454.0|18177.0
1995|Faro|282.0|29.7|23.1|0.0|29237.207072|Thermal|24751.0|18177.0
1995|Faro|282.0|29.7|23.1|0.0|29237.207072|Photovoltaic|1.0|18177.0
1996|Viana do Castelo|202.0|26.7|19.9|6.0|30793.680351|Total|34520.0|18879.4
1996|Viana do Castelo|202.0|26.7|19.9|6.0|30793.680351|Eolic|21.0|18879.4
1996|Viana do Castelo|202.0|26.7|19.9|6.0|30793.680351|Geothermal|49.0|18879.4
1996|Viana do Castelo|202.0|26.7|19.9|6.0|30793.680351|Hydric|14857.0|18879.4
1996|Viana do Castelo|202.0|26.7|19.9|6.0|30793.680351|Thermal|19592.0|18879.4
1996|Viana do Castelo|202.0|26.7|19.9|6.0|30793.680351|Photovoltaic|1.0|18879.4
1996|Bragança|220.0|29.5|18.1|22.0|30793.680351|Total|34520.0|18879.4
1996|Bragança|220.0|29.5|18.1|22.0|30793.680351|Eolic|21.0|18879.4
1996|Bragança|220.0|29.5|18.1|22.0|30793.680351|Geothermal|49.0|18879.4
1996|Bragança|220.0|29.5|18.1|22.0|30793.680351|Hydric|14857.0|18879.4
1996|Bragança|220.0|29.5|18.1|22.0|30793.680351|Thermal|19592.0|18879.4
1996|Bragança|220.0|29.5|18.1|22.0|30793.680351|Photovoltaic|1.0|18879.4
1996|Porto|202.0|24.5|18.5|0.0|30793.680351|Total|34520.0|18879.4
1996|Porto|202.0|24.5|18.5|0.0|30793.680351|Eolic|21.0|18879.4
1996|Porto|202.0|24.5|18.5|0.0|30793.680351|Geothermal|49.0|18879.4
1996|Porto|202.0|24.5|18.5|0.0|30793.680351|Hydric|14857.0|18879.4
1996|Porto|202.0|24.5|18.5|0.0|30793.680351|Thermal|19592.0|18879.4
1996|Porto|202.0|24.5|18.5|0.0|30793.680351|Photovoltaic|1.0|18879.4
1996|Castelo Branco|231.0|32.2|20.5|6.0|30793.680351|Total|34520.0|18879.4
1996|Castelo Branco|231.0|32.2|20.5|6.0|30793.680351|Eolic|21.0|18879.4
1996|Castelo Branco|231.0|32.2|20.5|6.0|30793.680351|Geothermal|49.0|18879.4
1996|Castelo Branco|231.0|32.2|20.5|6.0|30793.680351|Hydric|14857.0|18879.4
1996|Castelo Branco|231.0|32.2|20.5|6.0|30793.680351|Thermal|19592.0|18879.4
1996|Castelo Branco|231.0|32.2|20.5|6.0|30793.680351|Photovoltaic|1.0|18879.4
1996|Lisboa|233.0|28.2|21.0|0.0|30793.680351|Total|34520.0|18879.4
1996|Lisboa|233.0|28.2|21.0|0.0|30793.680351|Eolic|21.0|18879.4
1996|Lisboa|233.0|28.2|21.0|0.0|30793.680351|Geothermal|49.0|18879.4
1996|Lisboa|233.0|28.2|21.0|0.0|30793.680351|Hydric|14857.0|18879.4
1996|Lisboa|233.0|28.2|21.0|0.0|30793.680351|Thermal|19592.0|18879.4
1996|Lisboa|233.0|28.2|21.0|0.0|30793.680351|Photovoltaic|1.0|18879.4
1996|Beja|235.0|33.8|22.6|7.0|30793.680351|Total|34520.0|18879.4
1996|Beja|235.0|33.8|22.6|7.0|30793.680351|Eolic|21.0|18879.4
1996|Beja|235.0|33.8|22.6|7.0|30793.680351|Geothermal|49.0|18879.4
1996|Beja|235.0|33.8|22.6|7.0|30793.680351|Hydric|14857.0|18879.4
1996|Beja|235.0|33.8|22.6|7.0|30793.680351|Thermal|19592.0|18879.4
1996|Beja|235.0|33.8|22.6|7.0|30793.680351|Photovoltaic|1.0|18879.4
1996|Faro|255.0|29.1|21.7|0.0|30793.680351|Total|34520.0|18879.4
1996|Faro|255.0|29.1|21.7|0.0|30793.680351|Eolic|21.0|18879.4
1996|Faro|255.0|29.1|21.7|0.0|30793.680351|Geothermal|49.0|18879.4
1996|Faro|255.0|29.1|21.7|0.0|30793.680351|Hydric|14857.0|18879.4
1996|Faro|255.0|29.1|21.7|0.0|30793.680351|Thermal|19592.0|18879.4
1996|Faro|255.0|29.1|21.7|0.0|30793.680351|Photovoltaic|1.0|18879.4
1997|Viana do Castelo|201.0|27.5|21.3|40.0|32438.177021|Total|34207.0|19967.8
1997|Viana do Castelo|201.0|27.5|21.3|40.0|32438.177021|Eolic|38.0|19967.8
1997|Viana do Castelo|201.0|27.5|21.3|40.0|32438.177021|Geothermal|51.0|19967.8
1997|Viana do Castelo|201.0|27.5|21.3|40.0|32438.177021|Hydric|13175.0|19967.8
1997|Viana do Castelo|201.0|27.5|21.3|40.0|32438.177021|Thermal|20942.0|19967.8
1997|Viana do Castelo|201.0|27.5|21.3|40.0|32438.177021|Photovoltaic|1.0|19967.8
1997|Bragança|224.0|29.1|19.0|50.0|32438.177021|Total|34207.0|19967.8
1997|Bragança|224.0|29.1|19.0|50.0|32438.177021|Eolic|38.0|19967.8
1997|Bragança|224.0|29.1|19.0|50.0|32438.177021|Geothermal|51.0|19967.8
1997|Bragança|224.0|29.1|19.0|50.0|32438.177021|Hydric|13175.0|19967.8
1997|Bragança|224.0|29.1|19.0|50.0|32438.177021|Thermal|20942.0|19967.8
1997|Bragança|224.0|29.1|19.0|50.0|32438.177021|Photovoltaic|1.0|19967.8
1997|Porto|209.0|25.0|19.9|6.0|32438.177021|Total|34207.0|19967.8
1997|Porto|209.0|25.0|19.9|6.0|32438.177021|Eolic|38.0|19967.8
1997|Porto|209.0|25.0|19.9|6.0|32438.177021|Geothermal|51.0|19967.8
1997|Porto|209.0|25.0|19.9|6.0|32438.177021|Hydric|13175.0|19967.8
1997|Porto|209.0|25.0|19.9|6.0|32438.177021|Thermal|20942.0|19967.8
1997|Porto|209.0|25.0|19.9|6.0|32438.177021|Photovoltaic|1.0|19967.8
1997|Castelo Branco|242.0|30.7|21.4|33.0|32438.177021|Total|34207.0|19967.8
1997|Castelo Branco|242.0|30.7|21.4|33.0|32438.177021|Eolic|38.0|19967.8
1997|Castelo Branco|242.0|30.7|21.4|33.0|32438.177021|Geothermal|51.0|19967.8
1997|Castelo Branco|242.0|30.7|21.4|33.0|32438.177021|Hydric|13175.0|19967.8
1997|Castelo Branco|242.0|30.7|21.4|33.0|32438.177021|Thermal|20942.0|19967.8
1997|Castelo Branco|242.0|30.7|21.4|33.0|32438.177021|Photovoltaic|1.0|19967.8
1997|Lisboa|243.0|27.8|21.9|9.0|32438.177021|Total|34207.0|19967.8
1997|Lisboa|243.0|27.8|21.9|9.0|32438.177021|Eolic|38.0|19967.8
1997|Lisboa|243.0|27.8|21.9|9.0|32438.177021|Geothermal|51.0|19967.8
1997|Lisboa|243.0|27.8|21.9|9.0|32438.177021|Hydric|13175.0|19967.8
1997|Lisboa|243.0|27.8|21.9|9.0|32438.177021|Thermal|20942.0|19967.8
1997|Lisboa|243.0|27.8|21.9|9.0|32438.177021|Photovoltaic|1.0|19967.8
1997|Beja|253.0|31.9|23.3|34.0|32438.177021|Total|34207.0|19967.8
1997|Beja|253.0|31.9|23.3|34.0|32438.177021|Eolic|38.0|19967.8
1997|Beja|253.0|31.9|23.3|34.0|32438.177021|Geothermal|51.0|19967.8
1997|Beja|253.0|31.9|23.3|34.0|32438.177021|Hydric|13175.0|19967.8
1997|Beja|253.0|31.9|23.3|34.0|32438.177021|Thermal|20942.0|19967.8
1997|Beja|253.0|31.9|23.3|34.0|32438.177021|Photovoltaic|1.0|19967.8
1997|Faro|269.0|28.1|22.6|0.0|32438.177021|Total|34207.0|19967.8
1997|Faro|269.0|28.1|22.6|0.0|32438.177021|Eolic|38.0|19967.8
1997|Faro|269.0|28.1|22.6|0.0|32438.177021|Geothermal|51.0|19967.8
1997|Faro|269.0|28.1|22.6|0.0|32438.177021|Hydric|13175.0|19967.8
1997|Faro|269.0|28.1|22.6|0.0|32438.177021|Thermal|20942.0|19967.8
1997|Faro|269.0|28.1|22.6|0.0|32438.177021|Photovoltaic|1.0|19967.8
1998|Viana do Castelo|217.0|28.3|20.5|16.0|34410.979269|Total|38984.0|20877.2
1998|Viana do Castelo|217.0|28.3|20.5|16.0|34410.979269|Eolic|89.0|20877.2
1998|Viana do Castelo|217.0|28.3|20.5|16.0|34410.979269|Geothermal|58.0|20877.2
1998|Viana do Castelo|217.0|28.3|20.5|16.0|34410.979269|Hydric|13054.0|20877.2
1998|Viana do Castelo|217.0|28.3|20.5|16.0|34410.979269|Thermal|25782.0|20877.2
1998|Viana do Castelo|217.0|28.3|20.5|16.0|34410.979269|Photovoltaic|1.0|20877.2
1998|Bragança|241.0|32.3|19.0|28.0|34410.979269|Total|38984.0|20877.2
1998|Bragança|241.0|32.3|19.0|28.0|34410.979269|Eolic|89.0|20877.2
1998|Bragança|241.0|32.3|19.0|28.0|34410.979269|Geothermal|58.0|20877.2
1998|Bragança|241.0|32.3|19.0|28.0|34410.979269|Hydric|13054.0|20877.2
1998|Bragança|241.0|32.3|19.0|28.0|34410.979269|Thermal|25782.0|20877.2
1998|Bragança|241.0|32.3|19.0|28.0|34410.979269|Photovoltaic|1.0|20877.2
1998|Porto|232.0|25.2|19.0|7.0|34410.979269|Total|38984.0|20877.2
1998|Porto|232.0|25.2|19.0|7.0|34410.979269|Eolic|89.0|20877.2
1998|Porto|232.0|25.2|19.0|7.0|34410.979269|Geothermal|58.0|20877.2
1998|Porto|232.0|25.2|19.0|7.0|34410.979269|Hydric|13054.0|20877.2
1998|Porto|232.0|25.2|19.0|7.0|34410.979269|Thermal|25782.0|20877.2
1998|Porto|232.0|25.2|19.0|7.0|34410.979269|Photovoltaic|1.0|20877.2
1998|Castelo Branco|268.0|34.0|21.5|6.0|34410.979269|Total|38984.0|20877.2
1998|Castelo Branco|268.0|34.0|21.5|6.0|34410.979269|Eolic|89.0|20877.2
1998|Castelo Branco|268.0|34.0|21.5|6.0|34410.979269|Geothermal|58.0|20877.2
1998|Castelo Branco|268.0|34.0|21.5|6.0|34410.979269|Hydric|13054.0|20877.2
1998|Castelo Branco|268.0|34.0|21.5|6.0|34410.979269|Thermal|25782.0|20877.2
1998|Castelo Branco|268.0|34.0|21.5|6.0|34410.979269|Photovoltaic|1.0|20877.2
1998|Lisboa|268.0|28.4|21.4|0.0|34410.979269|Total|38984.0|20877.2
1998|Lisboa|268.0|28.4|21.4|0.0|34410.979269|Eolic|89.0|20877.2
1998|Lisboa|268.0|28.4|21.4|0.0|34410.979269|Geothermal|58.0|20877.2
1998|Lisboa|268.0|28.4|21.4|0.0|34410.979269|Hydric|13054.0|20877.2
1998|Lisboa|268.0|28.4|21.4|0.0|34410.979269|Thermal|25782.0|20877.2
1998|Lisboa|268.0|28.4|21.4|0.0|34410.979269|Photovoltaic|1.0|20877.2
1998|Beja|289.0|34.4|23.4|12.0|34410.979269|Total|38984.0|20877.2
1998|Beja|289.0|34.4|23.4|12.0|34410.979269|Eolic|89.0|20877.2
1998|Beja|289.0|34.4|23.4|12.0|34410.979269|Geothermal|58.0|20877.2
1998|Beja|289.0|34.4|23.4|12.0|34410.979269|Hydric|13054.0|20877.2
1998|Beja|289.0|34.4|23.4|12.0|34410.979269|Thermal|25782.0|20877.2
1998|Beja|289.0|34.4|23.4|12.0|34410.979269|Photovoltaic|1.0|20877.2
1998|Faro|295.0|29.3|22.3|0.0|34410.979269|Total|38984.0|20877.2
1998|Faro|295.0|29.3|22.3|0.0|34410.979269|Eolic|89.0|20877.2
1998|Faro|295.0|29.3|22.3|0.0|34410.979269|Geothermal|58.0|20877.2
1998|Faro|295.0|29.3|22.3|0.0|34410.979269|Hydric|13054.0|20877.2
1998|Faro|295.0|29.3|22.3|0.0|34410.979269|Thermal|25782.0|20877.2
1998|Faro|295.0|29.3|22.3|0.0|34410.979269|Photovoltaic|1.0|20877.2
1999|Viana do Castelo|206.0|27.5|20.0|19.0|36741.116273|Total|43287.0|21996.7
1999|Viana do Castelo|206.0|27.5|20.0|19.0|36741.116273|Eolic|123.0|21996.7
1999|Viana do Castelo|206.0|27.5|20.0|19.0|36741.116273|Geothermal|80.0|21996.7
1999|Viana do Castelo|206.0|27.5|20.0|19.0|36741.116273|Hydric|7631.0|21996.7
1999|Viana do Castelo|206.0|27.5|20.0|19.0|36741.116273|Thermal|35452.0|21996.7
1999|Viana do Castelo|206.0|27.5|20.0|19.0|36741.116273|Photovoltaic|1.0|21996.7
1999|Bragança|238.0|30.7|18.3|15.0|36741.116273|Total|43287.0|21996.7
1999|Bragança|238.0|30.7|18.3|15.0|36741.116273|Eolic|123.0|21996.7
1999|Bragança|238.0|30.7|18.3|15.0|36741.116273|Geothermal|80.0|21996.7
1999|Bragança|238.0|30.7|18.3|15.0|36741.116273|Hydric|7631.0|21996.7
1999|Bragança|238.0|30.7|18.3|15.0|36741.116273|Thermal|35452.0|21996.7
1999|Bragança|238.0|30.7|18.3|15.0|36741.116273|Photovoltaic|1.0|21996.7
1999|Porto|220.0|24.7|19.0|6.0|36741.116273|Total|43287.0|21996.7
1999|Porto|220.0|24.7|19.0|6.0|36741.116273|Eolic|123.0|21996.7
1999|Porto|220.0|24.7|19.0|6.0|36741.116273|Geothermal|80.0|21996.7
1999|Porto|220.0|24.7|19.0|6.0|36741.116273|Hydric|7631.0|21996.7
1999|Porto|220.0|24.7|19.0|6.0|36741.116273|Thermal|35452.0|21996.7
1999|Porto|220.0|24.7|19.0|6.0|36741.116273|Photovoltaic|1.0|21996.7
1999|Castelo Branco|242.0|33.1|20.9|15.0|36741.116273|Total|43287.0|21996.7
1999|Castelo Branco|242.0|33.1|20.9|15.0|36741.116273|Eolic|123.0|21996.7
1999|Castelo Branco|242.0|33.1|20.9|15.0|36741.116273|Geothermal|80.0|21996.7
1999|Castelo Branco|242.0|33.1|20.9|15.0|36741.116273|Hydric|7631.0|21996.7
1999|Castelo Branco|242.0|33.1|20.9|15.0|36741.116273|Thermal|35452.0|21996.7
1999|Castelo Branco|242.0|33.1|20.9|15.0|36741.116273|Photovoltaic|1.0|21996.7
1999|Lisboa|260.0|28.3|20.9|9.0|36741.116273|Total|43287.0|21996.7
1999|Lisboa|260.0|28.3|20.9|9.0|36741.116273|Eolic|123.0|21996.7
1999|Lisboa|260.0|28.3|20.9|9.0|36741.116273|Geothermal|80.0|21996.7
1999|Lisboa|260.0|28.3|20.9|9.0|36741.116273|Hydric|7631.0|21996.7
1999|Lisboa|260.0|28.3|20.9|9.0|36741.116273|Thermal|35452.0|21996.7
1999|Lisboa|260.0|28.3|20.9|9.0|36741.116273|Photovoltaic|1.0|21996.7
1999|Beja|285.0|33.7|22.8|10.0|36741.116273|Total|43287.0|21996.7
1999|Beja|285.0|33.7|22.8|10.0|36741.116273|Eolic|123.0|21996.7
1999|Beja|285.0|33.7|22.8|10.0|36741.116273|Geothermal|80.0|21996.7
1999|Beja|285.0|33.7|22.8|10.0|36741.116273|Hydric|7631.0|21996.7
1999|Beja|285.0|33.7|22.8|10.0|36741.116273|Thermal|35452.0|21996.7
1999|Beja|285.0|33.7|22.8|10.0|36741.116273|Photovoltaic|1.0|21996.7
1999|Faro|299.0|28.0|21.8|6.0|36741.116273|Total|43287.0|21996.7
1999|Faro|299.0|28.0|21.8|6.0|36741.116273|Eolic|123.0|21996.7
1999|Faro|299.0|28.0|21.8|6.0|36741.116273|Geothermal|80.0|21996.7
1999|Faro|299.0|28.0|21.8|6.0|36741.116273|Hydric|7631.0|21996.7
1999|Faro|299.0|28.0|21.8|6.0|36741.116273|Thermal|35452.0|21996.7
1999|Faro|299.0|28.0|21.8|6.0|36741.116273|Photovoltaic|1.0|21996.7
2000|Viana do Castelo|186.0|26.0|19.9|12.0|38939.46907|Total|43764.0|23142.6
2000|Viana do Castelo|186.0|26.0|19.9|12.0|38939.46907|Eolic|168.0|23142.6
2000|Viana do Castelo|186.0|26.0|19.9|12.0|38939.46907|Geothermal|80.0|23142.6
2000|Viana do Castelo|186.0|26.0|19.9|12.0|38939.46907|Hydric|11715.0|23142.6
2000|Viana do Castelo|186.0|26.0|19.9|12.0|38939.46907|Thermal|31800.0|23142.6
2000|Viana do Castelo|186.0|26.0|19.9|12.0|38939.46907|Photovoltaic|1.0|23142.6
2000|Bragança|228.0|28.5|18.4|21.0|38939.46907|Total|43764.0|23142.6
2000|Bragança|228.0|28.5|18.4|21.0|38939.46907|Eolic|168.0|23142.6
2000|Bragança|228.0|28.5|18.4|21.0|38939.46907|Geothermal|80.0|23142.6
2000|Bragança|228.0|28.5|18.4|21.0|38939.46907|Hydric|11715.0|23142.6
2000|Bragança|228.0|28.5|18.4|21.0|38939.46907|Thermal|31800.0|23142.6
2000|Bragança|228.0|28.5|18.4|21.0|38939.46907|Photovoltaic|1.0|23142.6
2000|Porto|191.0|24.1|18.8|12.0|38939.46907|Total|43764.0|23142.6
2000|Porto|191.0|24.1|18.8|12.0|38939.46907|Eolic|168.0|23142.6
2000|Porto|191.0|24.1|18.8|12.0|38939.46907|Geothermal|80.0|23142.6
2000|Porto|191.0|24.1|18.8|12.0|38939.46907|Hydric|11715.0|23142.6
2000|Porto|191.0|24.1|18.8|12.0|38939.46907|Thermal|31800.0|23142.6
2000|Porto|191.0|24.1|18.8|12.0|38939.46907|Photovoltaic|1.0|23142.6
2000|Castelo Branco|234.0|31.2|20.9|8.0|38939.46907|Total|43764.0|23142.6
2000|Castelo Branco|234.0|31.2|20.9|8.0|38939.46907|Eolic|168.0|23142.6
2000|Castelo Branco|234.0|31.2|20.9|8.0|38939.46907|Geothermal|80.0|23142.6
2000|Castelo Branco|234.0|31.2|20.9|8.0|38939.46907|Hydric|11715.0|23142.6
2000|Castelo Branco|234.0|31.2|20.9|8.0|38939.46907|Thermal|31800.0|23142.6
2000|Castelo Branco|234.0|31.2|20.9|8.0|38939.46907|Photovoltaic|1.0|23142.6
2000|Lisboa|257.0|28.6|21.3|6.0|38939.46907|Total|43764.0|23142.6
2000|Lisboa|257.0|28.6|21.3|6.0|38939.46907|Eolic|168.0|23142.6
2000|Lisboa|257.0|28.6|21.3|6.0|38939.46907|Geothermal|80.0|23142.6
2000|Lisboa|257.0|28.6|21.3|6.0|38939.46907|Hydric|11715.0|23142.6
2000|Lisboa|257.0|28.6|21.3|6.0|38939.46907|Thermal|31800.0|23142.6
2000|Lisboa|257.0|28.6|21.3|6.0|38939.46907|Photovoltaic|1.0|23142.6
2000|Beja|274.0|33.2|22.8|0.0|38939.46907|Total|43764.0|23142.6
2000|Beja|274.0|33.2|22.8|0.0|38939.46907|Eolic|168.0|23142.6
2000|Beja|274.0|33.2|22.8|0.0|38939.46907|Geothermal|80.0|23142.6
2000|Beja|274.0|33.2|22.8|0.0|38939.46907|Hydric|11715.0|23142.6
2000|Beja|274.0|33.2|22.8|0.0|38939.46907|Thermal|31800.0|23142.6
2000|Beja|274.0|33.2|22.8|0.0|38939.46907|Photovoltaic|1.0|23142.6
2000|Faro|290.0|29.7|22.1|0.0|38939.46907|Total|43764.0|23142.6
2000|Faro|290.0|29.7|22.1|0.0|38939.46907|Eolic|168.0|23142.6
2000|Faro|290.0|29.7|22.1|0.0|38939.46907|Geothermal|80.0|23142.6
2000|Faro|290.0|29.7|22.1|0.0|38939.46907|Hydric|11715.0|23142.6
2000|Faro|290.0|29.7|22.1|0.0|38939.46907|Thermal|31800.0|23142.6
2000|Faro|290.0|29.7|22.1|0.0|38939.46907|Photovoltaic|1.0|23142.6
2001|Viana do Castelo|199.0|26.2|20.2|15.0|40540.701913|Total|46509.0|24192.7
2001|Viana do Castelo|199.0|26.2|20.2|15.0|40540.701913|Eolic|256.0|24192.7
2001|Viana do Castelo|199.0|26.2|20.2|15.0|40540.701913|Geothermal|105.0|24192.7
2001|Viana do Castelo|199.0|26.2|20.2|15.0|40540.701913|Hydric|14375.0|24192.7
2001|Viana do Castelo|199.0|26.2|20.2|15.0|40540.701913|Thermal|31772.0|24192.7
2001|Viana do Castelo|199.0|26.2|20.2|15.0|40540.701913|Photovoltaic|1.0|24192.7
2001|Bragança|254.0|29.3|18.4|19.0|40540.701913|Total|46509.0|24192.7
2001|Bragança|254.0|29.3|18.4|19.0|40540.701913|Eolic|256.0|24192.7
2001|Bragança|254.0|29.3|18.4|19.0|40540.701913|Geothermal|105.0|24192.7
2001|Bragança|254.0|29.3|18.4|19.0|40540.701913|Hydric|14375.0|24192.7
2001|Bragança|254.0|29.3|18.4|19.0|40540.701913|Thermal|31772.0|24192.7
2001|Bragança|254.0|29.3|18.4|19.0|40540.701913|Photovoltaic|1.0|24192.7
2001|Porto|215.0|24.8|18.9|0.0|40540.701913|Total|46509.0|24192.7
